url,favs_lognorm
https://habrahabr.ru/post/314080/,0.38811520182021525
https://habrahabr.ru/company/plesk/blog/313732/,-0.568944209554618
https://habrahabr.ru/company/etagi/blog/314000/,0.7019032675089627
https://habrahabr.ru/company/knopka/blog/314030/,0.4960982008408465
https://geektimes.ru/company/audiomania/blog/282058/,1.0746298500468336
https://habrahabr.ru/company/pechkin/blog/314066/,0.6832789379681625
https://habrahabr.ru/company/first/blog/314106/,0.46936844087709473
https://habrahabr.ru/company/vasexperts/blog/313558/,0.24945624749313602
https://habrahabr.ru/post/314108/,1.8621504869777092
https://habrahabr.ru/company/cbs/blog/313830/,-0.018504565316338137
https://habrahabr.ru/company/jugru/blog/313908/,-0.009231285877531484
https://habrahabr.ru/post/314110/,0.38991213560056825
https://habrahabr.ru/company/pt/blog/314112/,0.02265500162603698
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.058824124396677294
https://habrahabr.ru/post/314114/,0.7460096657192412
https://habrahabr.ru/post/314118/,0.9671460064928343
https://habrahabr.ru/post/314122/,0.5459797773596721
https://geektimes.ru/company/dadget/blog/281786/,0.05912412663821248
https://habrahabr.ru/company/kickidler/blog/314042/,0.014779630067031937
https://habrahabr.ru/company/it-grad/blog/312042/,-0.28373401849775637
https://habrahabr.ru/company/1cloud/blog/314022/,0.1864171795260765
https://habrahabr.ru/post/314126/,-0.8188452971508768
https://habrahabr.ru/post/313966/,0.293426969648133
https://habrahabr.ru/company/piter/blog/314120/,0.45877021612330904
https://geektimes.ru/post/282094/,0.23841413781768148
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.23361190548847605
https://habrahabr.ru/company/ru_mts/blog/314134/,0.29014560473327033
https://habrahabr.ru/post/314028/,0.6161852267520023
https://habrahabr.ru/post/314136/,0.1316690048348843
https://habrahabr.ru/post/313904/,0.6191280534371126
https://habrahabr.ru/post/314140/,0.5459034148710495
https://habrahabr.ru/company/acronis/blog/309688/,-0.1392020695150859
https://geektimes.ru/post/282096/,-0.4938682824793225
https://habrahabr.ru/post/314142/,0.010549594501063304
https://habrahabr.ru/company/ivideon/blog/314138/,0.4475851653491848
https://geektimes.ru/post/282104/,0.23827616948948122
https://geektimes.ru/post/282102/,-0.17228759909206098
https://geektimes.ru/post/282016/,0.2005124830228189
https://geektimes.ru/company/piter/blog/282106/,0.2287494384688389
https://habrahabr.ru/post/314150/,0.23819137969285187
https://habrahabr.ru/company/mailru/blog/313880/,1.2034518903720104
https://geektimes.ru/company/comfortway/blog/282108/,-0.11945063530382374
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.10342450320458374
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.27813069507630556
https://habrahabr.ru/company/npl/blog/314160/,0.09890952719179148
https://habrahabr.ru/company/edison/blog/314094/,-0.19154979531323396
https://geektimes.ru/post/282112/,-0.45412386933106
https://habrahabr.ru/company/ruvds/blog/314166/,0.3863428807914752
https://geektimes.ru/company/gearbest/blog/282114/,0.08365314545955176
https://habrahabr.ru/post/314172/,0.5826259242456109
https://geektimes.ru/post/282116/,0.43968269622634093
https://geektimes.ru/company/intel/blog/282026/,0.15549317637011822
https://habrahabr.ru/post/313776/,1.4901831116969624
https://habrahabr.ru/post/314174/,0.7471509972770995
https://geektimes.ru/post/282118/,0.7701481841875042
https://geektimes.ru/post/282122/,0.590442682164096
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.11562349786096845
https://habrahabr.ru/post/314180/,0.5184048065553104
https://geektimes.ru/post/282446/,0.17732800717787311
https://habrahabr.ru/post/314184/,1.0174612758035861
